Id,pitch,yaw
0,-0.3725753724575043,0.13346898555755615
1,-0.3637797236442566,0.5035300254821777
2,-0.3258987069129944,0.630636990070343
3,-0.37776416540145874,0.7477947473526001
4,-0.3064495027065277,0.6134006381034851
5,-0.3873685598373413,0.7841911315917969
6,-0.35667213797569275,0.40004634857177734
7,-0.5246005058288574,0.2696145474910736
8,-0.5477374196052551,0.4935917556285858
9,-0.4266693890094757,0.5643909573554993
10,-0.4164958894252777,0.6120822429656982
11,-0.3688649833202362,0.7790747284889221
12,-0.42047661542892456,0.43121281266212463
13,-0.3264600336551666,0.40235862135887146
14,-0.4149031639099121,0.41200563311576843
15,-0.4564352333545685,0.16236980259418488
16,-0.4090536832809448,0.8133639693260193
17,-0.41565975546836853,0.6557489037513733
18,-0.3435615003108978,0.7235139608383179
19,-0.4353522062301636,0.6712329387664795
20,-0.14951136708259583,0.5836110711097717
21,-0.07776332646608353,0.601845383644104
22,-0.026417268440127373,0.7076010704040527
23,-0.10896264761686325,0.7454153895378113
24,-0.18736007809638977,0.5947540998458862
25,-0.23359353840351105,0.5045260787010193
26,-0.2176244854927063,0.6161328554153442
27,-0.21625225245952606,0.4302809238433838
28,-0.16553260385990143,0.23596136271953583
29,0.047598354518413544,0.7585242390632629
30,0.2247413992881775,1.0774824619293213
31,-0.23563899099826813,0.7061460018157959
32,-0.3148437440395355,0.5222020149230957
33,-0.08522310853004456,0.6376163959503174
34,-0.17984186112880707,0.7439144253730774
35,-0.17862153053283691,0.46183183789253235
36,-0.2466735988855362,0.6754093766212463
37,-0.1645374447107315,0.3679252862930298
38,-0.2525816559791565,0.5143020749092102
39,-0.18683379888534546,0.6505494117736816
40,-0.2740260362625122,0.5090370774269104
41,-0.4183597266674042,0.7599126696586609
42,-0.36131787300109863,0.749295175075531
43,-0.38263335824012756,0.6746497750282288
44,-0.3294387757778168,0.9144295454025269
45,-0.3349168002605438,0.8055833578109741
46,0.023299410939216614,0.490847647190094
47,-0.1778647005558014,0.5144044160842896
48,-0.3557681739330292,0.807356059551239
49,-0.38599494099617004,0.5780178308486938
50,-0.17937099933624268,0.4883062541484833
51,-0.11619505286216736,0.5022972822189331
52,-0.15647101402282715,0.591812252998352
53,-0.5902503728866577,-0.8088849186897278
54,-0.4151613712310791,0.4738486111164093
55,-0.3727325201034546,0.370980829000473
56,-0.2904273271560669,0.8591228127479553
57,-0.40872564911842346,0.6020967960357666
58,-0.3787885308265686,0.46543818712234497
59,-0.4097391366958618,0.738211989402771
60,-0.4998975396156311,0.4080840051174164
61,-0.37211278080940247,0.6736258864402771
62,-0.4344373941421509,0.5831476449966431
63,-0.39195317029953003,0.611557126045227
64,-0.4246457517147064,0.44842126965522766
65,-0.29134154319763184,0.5564310550689697
66,-0.23398031294345856,0.7390674948692322
67,-0.5256516933441162,0.033090002834796906
68,-0.43124106526374817,0.3865368664264679
69,-0.06573764234781265,0.6674176454544067
70,-0.04043339192867279,0.6306777000427246
71,-0.1494958996772766,0.5766274929046631
72,-0.03901645913720131,0.2346133440732956
73,-0.15792086720466614,0.3115616738796234
74,-0.10721977800130844,0.7599887847900391
75,-0.08299410343170166,0.5063614249229431
76,-0.5160657167434692,0.3363076448440552
77,-0.22575272619724274,0.36628130078315735
78,-0.2895106375217438,0.26141566038131714
79,-0.3182259798049927,0.4981248080730438
80,-0.13726848363876343,0.41631558537483215
81,-0.15600815415382385,0.5196561813354492
82,-0.29050561785697937,0.6092913746833801
83,-0.08948008716106415,0.13901962339878082
84,-0.22930248081684113,0.9350642561912537
85,-0.22467133402824402,0.6111078858375549
86,-0.07627280801534653,0.23031635582447052
87,-0.4900912046432495,0.10904254019260406
88,-0.3752247095108032,0.4424276351928711
89,-0.4782106280326843,0.20003247261047363
90,-0.47348958253860474,0.4848645329475403
91,-0.542856752872467,0.2861742079257965
92,-0.3942480683326721,0.412805438041687
93,-0.44672876596450806,0.42819204926490784
94,-0.6467005014419556,0.3077240288257599
95,-0.543026328086853,0.282938688993454
96,-0.6795784831047058,0.295616090297699
97,-0.4325867295265198,0.4121691584587097
98,-0.471127986907959,0.43912196159362793
99,-0.43543997406959534,0.519496500492096
100,-0.37454405426979065,0.7494630217552185
101,-0.42849868535995483,0.8941988945007324
102,-0.44209083914756775,0.18802572786808014
103,-0.42068082094192505,0.18982571363449097
104,0.1288427859544754,0.7377789616584778
105,-0.18496392667293549,0.386139452457428
106,-0.5184485912322998,0.28426605463027954
107,-0.5106098651885986,0.4924981892108917
108,-0.46443986892700195,0.2513289749622345
109,-0.2539016306400299,0.3543056547641754
110,-0.265622615814209,0.40131428837776184
111,-0.23654377460479736,0.3343838155269623
112,-0.12852010130882263,0.7566947340965271
113,-0.2258293181657791,0.4402267634868622
114,-0.3849036395549774,0.5012112855911255
115,-0.18967685103416443,0.2890840172767639
116,-0.0939030647277832,0.32274124026298523
117,-0.21118757128715515,0.4298505187034607
118,-0.125026673078537,0.3591552972793579
119,-0.22756680846214294,0.4262072741985321
120,-0.2205144464969635,0.42679888010025024
121,-0.3512696623802185,0.6930325627326965
122,-0.2738572359085083,0.5838181972503662
123,-0.428400456905365,0.6289755702018738
124,-0.319313108921051,0.7040621638298035
125,-0.31929847598075867,0.3077615201473236
126,-0.3427498936653137,0.6758251190185547
127,-0.376216858625412,0.46526479721069336
128,-0.49961215257644653,0.5715137124061584
129,-0.3767082095146179,0.593321681022644
130,-0.34602728486061096,0.7437319159507751
131,-0.41584381461143494,0.3390887379646301
132,-0.32943758368492126,0.6889622211456299
133,-0.5327503681182861,0.13147330284118652
134,-0.2733513116836548,0.4639718532562256
135,-0.20119966566562653,0.5314925312995911
136,-0.37317851185798645,0.5400344133377075
137,-0.24027451872825623,0.6354767680168152
138,-0.38872194290161133,0.21710816025733948
139,-0.2403305321931839,0.4432230591773987
140,-0.17460057139396667,0.5227774977684021
141,-0.2867676913738251,0.37301209568977356
142,-0.2011486440896988,0.41909533739089966
143,-0.33911290764808655,0.3878183662891388
144,-0.25253069400787354,0.4113173186779022
145,-0.37502431869506836,0.43591487407684326
146,-0.1860947459936142,0.5324969291687012
147,-0.24428144097328186,0.49242740869522095
148,-0.09921381622552872,0.5122469663619995
149,-0.45595812797546387,0.4743410050868988
150,-0.31028351187705994,0.5117498636245728
151,-0.20679421722888947,0.4684036672115326
152,-0.3767300546169281,0.5362308025360107
153,-0.36084043979644775,0.41378599405288696
154,-0.1695365458726883,0.587585985660553
155,-0.574757993221283,0.11095606535673141
156,-0.31097063422203064,0.5117830634117126
157,-0.4238395094871521,0.5491722226142883
158,-0.3648519217967987,0.5466142296791077
