,angular,pitch,pitch_pred,yaw,yaw_pred
0,2.5431251739050564,-0.2840430923601355,-0.2948534233229501,-0.07192463751766993,-0.11684307580192883
1,2.7192415047423317,-0.2424700638833164,-0.2109815762156532,0.2096794619510014,0.17323582903260276
2,1.1031304405309157,-0.19023427555139844,-0.1709876528808049,-0.0559880891429708,-0.05650189527798267
3,3.1087398945149807,-0.27968316893828127,-0.29729066434360685,-0.21901448293077885,-0.2725494589124407
4,3.8087988352315363,-0.03143898218651969,-0.08227501920468751,0.008007660264126542,0.05091584092449574
5,1.0369890518817213,-0.24934078324638712,-0.24572187591166722,-0.25468327602858404,-0.2363923681633813
6,2.0868274346800963,-0.039451142512795405,-0.004779731500006858,0.1279903363757528,0.11683106085374242
7,2.9489829279310436,-0.07768690631568216,-0.11535465841492017,-0.23167522939610946,-0.19643418845676242
8,0.8070723554914819,-0.11721269601523623,-0.10929311013647489,0.09211863124974708,0.1038426991906904
9,3.8385585179205526,-0.23602940587933227,-0.1758687538760049,0.1824316813359427,0.15230969951621123
10,6.148213416671172,-0.11085157800735246,-0.17168026665846506,0.02976037712343038,0.11906508349680475
11,4.45266230364226,-0.04164580237440038,-0.018734197531427656,-0.19049401556677756,-0.11619907404695239
12,3.1432954634257504,-0.040659198289600545,-0.08860978058406285,0.1836492695600228,0.2103620008343742
13,2.6236575531428215,-0.18229924164050518,-0.16806096086899439,0.11061152844501018,0.06641296982499105
14,5.432661726071951,-0.2730454015394636,-0.1879942094286283,-0.2132229750186805,-0.17015564601336206
15,3.3321708302645936,-0.31851906673654523,-0.26830245554447174,-0.13399934698569188,-0.16464869855415254
16,1.8546975341298169,-0.17182250631147455,-0.15916959089892252,-0.24082941325851095,-0.21062115473406656
17,2.339184022541253,-0.08395370042449156,-0.11368496024182864,0.17818460453560045,0.15006686037495023
18,5.258582805219284,-0.1670512633717839,-0.10038046254998162,0.13599885939163434,0.07234278959887368
19,2.045761734292138,-0.1077256742008362,-0.12576295382210187,-0.09138371038920534,-0.12240969017148018
20,0.7574235080686742,-0.16037533166638993,-0.17348425338665643,-0.05110233620829374,-0.05283293771069674
21,1.8140458442214598,-0.1686408280151933,-0.1506680924267996,-0.029841975728089446,-0.003440425653631488
22,3.745540607325346,-0.18355771585158023,-0.20414998630682626,-0.0094562880546627,0.053773679748354924
23,1.2192843939305367,-0.12630670156245638,-0.1120734770028364,0.005170539130905818,0.02110384203981431
24,2.061044631076835,-0.2940121236358916,-0.2582220378376189,-0.09562419196817847,-0.09186843427873793
25,1.6621083600565,-0.09501978858491998,-0.11721396747799147,-0.06459683469820472,-0.045810400996179806
26,2.192278585073946,-0.16094433381099188,-0.1539612114429474,0.05041609607022834,0.08850727888888546
27,1.9887213752546358,-0.13165661664055892,-0.14809706434607506,0.05927702158893371,0.0901481466633933
28,1.285940920054802,-0.21587911026172277,-0.19347732939890452,0.11452249474278677,0.11592623649076336
29,2.468042842408104,-0.07058359347905518,-0.06214526881064687,0.1207811460496015,0.16311534777993247
30,2.8062577175796526,-0.2763432614192583,-0.2297398887929462,0.080517733318511,0.09608196467161179
31,5.3186019338676145,-0.08235657405451963,-0.1329562853844393,-0.029316347092122868,0.048969495065865065
32,1.681913660355493,-0.08088726729799253,-0.10888062098196574,0.10624137661549825,0.1151181243005253
33,1.69176976991275,-0.1969155737526657,-0.2237366551444644,-0.13061026874629564,-0.11798369547440893
